Room,Start_date,End_date,Cost,Is_cancelled,Number_of_nights,Breakfast,Dinner
101,2022-08-23,2022-08-28,470,False,5,False,False
303,2019-07-24,2019-07-27,1014,False,3,False,False
110,2022-09-26,2022-10-05,972,False,9,True,True
201,2016-08-04,2016-08-18,2030,True,14,True,True
207,2018-06-11,2018-06-12,143,False,1,False,False
302,2023-03-26,2023-04-02,2198,False,7,False,False
301,2023-01-26,2023-02-06,3608,False,11,True,True
206,2025-02-02,2025-02-09,1029,False,7,False,False
304,2023-09-11,2023-09-24,3900,False,13,True,True
303,2017-07-24,2017-07-26,602,False,2,False,False
105,2020-04-08,2020-04-10,212,False,2,False,False
210,2024-10-01,2024-10-04,420,False,3,False,False
208,2022-12-13,2022-12-19,894,False,6,False,False
204,2019-07-11,2019-07-13,292,False,2,True,True
303,2024-05-01,2024-05-05,1316,False,4,True,True
106,2020-12-01,2020-12-07,552,False,6,True,True
201,2017-10-26,2017-11-04,1323,False,9,True,True
203,2022-02-14,2022-02-15,150,False,1,False,False
209,2024-05-31,2024-06-08,1184,False,8,False,False
206,2018-07-10,2018-07-12,296,False,2,True,False
110,2015-02-16,2015-02-19,276,True,3,False,False
303,2020-12-11,2020-12-13,662,False,2,False,True
105,2024-07-22,2024-08-03,1116,False,12,False,False
110,2018-05-04,2018-05-09,460,False,5,True,True
106,2017-12-05,2017-12-13,752,False,8,False,False
303,2016-11-06,2016-11-09,1026,False,3,True,False
108,2023-04-27,2023-05-07,1010,False,10,False,False
109,2016-07-03,2016-07-06,276,False,3,False,True
210,2022-07-05,2022-07-17,1764,False,12,True,True
110,2021-10-28,2021-11-05,760,False,8,True,True
207,2022-02-12,2022-02-13,140,False,1,False,False
302,2023-06-18,2023-06-25,2338,False,7,True,True
303,2023-06-14,2023-06-15,320,False,1,False,False
210,2024-06-10,2024-06-17,1008,False,7,True,True
110,2024-07-10,2024-07-13,330,False,3,False,False
207,2018-09-28,2018-10-02,568,False,4,False,False
205,2020-09-05,2020-09-10,730,False,5,True,True
204,2024-02-15,2024-02-16,143,False,1,False,False
205,2020-06-16,2020-06-23,987,False,7,False,False
302,2017-04-16,2017-04-24,2784,False,8,True,True
202,2022-04-18,2022-04-22,572,False,4,False,False
108,2017-05-10,2017-05-12,202,False,2,False,False
102,2015-05-20,2015-05-24,380,False,4,True,True
210,2022-12-30,2023-01-08,1350,False,9,True,True
301,2023-01-08,2023-01-17,2862,False,9,False,False
201,2021-03-02,2021-03-11,1341,False,9,True,True
208,2024-12-20,2024-12-21,149,False,1,False,False
107,2021-10-08,2021-10-17,846,False,9,True,True
103,2024-08-10,2024-08-12,180,False,2,True,True
204,2023-01-06,2023-01-16,1460,False,10,False,True
105,2018-01-15,2018-01-18,300,True,3,False,False
207,2020-09-25,2020-10-04,1350,False,9,True,True
110,2022-09-17,2022-09-22,510,False,5,True,True
102,2018-09-07,2018-09-20,1378,True,13,True,True
106,2021-04-19,2021-04-22,309,False,3,False,True
106,2021-03-28,2021-04-06,936,True,9,True,True
302,2017-02-08,2017-02-18,3110,True,10,False,False
207,2019-05-03,2019-05-12,1350,False,9,False,False
302,2024-10-28,2024-11-02,1610,False,5,True,True
201,2015-11-30,2015-12-02,298,False,2,False,False
207,2020-09-21,2020-09-23,280,False,2,False,False
302,2024-09-04,2024-09-10,2004,True,6,False,False
105,2017-03-18,2017-03-19,90,True,1,True,True
303,2017-11-08,2017-11-10,616,False,2,False,False
106,2020-03-29,2020-03-31,186,False,2,True,False
104,2020-06-06,2020-06-15,882,False,9,True,True
203,2020-08-28,2020-09-03,888,False,6,False,False
109,2015-10-02,2015-10-05,303,False,3,False,False
202,2018-11-10,2018-11-13,420,False,3,False,True
110,2020-12-24,2020-12-25,92,False,1,False,True
109,2023-12-06,2023-12-07,103,False,1,False,False
201,2016-04-18,2016-04-19,141,False,1,False,False
208,2016-09-08,2016-09-12,576,False,4,False,False
105,2023-01-14,2023-01-18,376,False,4,True,True
202,2022-11-02,2022-11-03,145,False,1,False,True
302,2024-01-23,2024-01-28,1665,False,5,False,False
110,2019-11-13,2019-11-14,102,False,1,False,False
303,2020-06-06,2020-06-07,311,False,1,False,True
210,2016-12-31,2017-01-03,420,False,3,False,False
110,2015-09-01,2015-09-12,1045,False,11,True,False
305,2024-11-16,2024-11-19,1008,False,3,False,True
209,2022-02-15,2022-02-17,288,False,2,False,False
205,2021-03-19,2021-03-22,429,False,3,False,False
302,2022-05-21,2022-05-23,656,False,2,False,False
110,2024-05-22,2024-05-23,102,False,1,False,False
202,2015-04-25,2015-04-27,286,False,2,False,False
204,2015-12-24,2015-12-26,282,False,2,False,False
105,2019-12-22,2019-12-25,297,False,3,False,False
105,2020-04-20,2020-05-04,1526,False,14,False,False
204,2017-10-29,2017-11-04,894,True,6,False,False
108,2020-08-04,2020-08-15,1144,False,11,True,True
107,2023-11-10,2023-11-15,470,False,5,False,False
304,2018-11-06,2018-11-08,686,False,2,False,False
102,2023-07-27,2023-08-07,1089,False,11,False,False
110,2021-07-06,2021-07-08,202,False,2,True,True
103,2021-06-16,2021-06-19,285,False,3,True,True
204,2025-01-20,2025-01-23,432,False,3,False,False
209,2020-06-08,2020-06-13,710,False,5,True,False
304,2019-07-08,2019-07-12,1364,False,4,True,True
301,2018-03-18,2018-03-25,2289,False,7,False,False
109,2020-12-27,2021-01-01,495,False,5,True,True
101,2023-07-25,2023-07-30,505,False,5,True,False
203,2018-06-04,2018-06-07,432,False,3,False,False
104,2024-08-27,2024-08-31,412,False,4,False,False
303,2024-06-15,2024-06-19,1368,False,4,False,False
207,2018-11-03,2018-11-09,888,False,6,False,False
107,2022-07-29,2022-07-31,200,False,2,True,True
301,2016-09-16,2016-09-26,3250,False,10,True,True
106,2019-11-17,2019-11-22,525,False,5,False,False
105,2020-03-05,2020-03-07,204,False,2,False,False
110,2016-03-13,2016-03-27,1288,False,14,True,True
204,2016-06-17,2016-06-19,288,False,2,False,False
107,2015-07-16,2015-07-18,212,False,2,False,False
108,2022-06-06,2022-06-08,206,False,2,False,True
203,2018-05-25,2018-05-27,296,False,2,False,False
103,2016-11-23,2016-11-25,208,False,2,True,True
101,2017-11-11,2017-11-14,291,False,3,False,True
304,2022-03-26,2022-03-31,1515,False,5,False,True
105,2020-01-09,2020-01-11,218,True,2,False,False
102,2021-03-03,2021-03-09,588,False,6,False,False
303,2024-12-04,2024-12-11,2191,False,7,True,True
102,2019-09-10,2019-09-17,763,False,7,True,True
103,2019-04-05,2019-04-17,1128,True,12,True,True
103,2019-10-02,2019-10-03,102,False,1,False,False
305,2021-12-18,2021-12-26,2512,False,8,True,True
103,2016-07-13,2016-07-18,490,False,5,False,False
104,2020-10-22,2020-10-28,660,False,6,False,False
302,2017-08-17,2017-08-19,628,False,2,True,True
108,2017-09-18,2017-09-19,98,False,1,False,False
109,2016-01-31,2016-02-01,100,False,1,False,True
102,2019-01-26,2019-02-01,624,False,6,True,True
103,2020-07-11,2020-07-19,744,False,8,True,False
201,2017-09-16,2017-09-17,150,False,1,False,False
108,2018-04-05,2018-04-14,864,False,9,True,True
209,2020-12-23,2020-12-26,423,False,3,False,False
201,2021-11-23,2021-12-01,1160,False,8,True,True
107,2023-05-28,2023-05-29,100,False,1,False,False
204,2021-08-12,2021-08-25,1820,True,13,False,False
107,2015-05-16,2015-05-25,981,False,9,False,False
305,2024-08-03,2024-08-05,688,False,2,True,True
105,2018-04-15,2018-04-22,721,False,7,True,True
102,2022-10-09,2022-10-19,980,True,10,True,True
209,2015-10-25,2015-10-29,576,False,4,False,False
108,2024-05-10,2024-05-15,495,False,5,False,False
208,2021-08-01,2021-08-05,564,False,4,True,True
305,2024-02-16,2024-03-01,4368,False,14,True,True
301,2024-10-05,2024-10-15,3110,False,10,False,False
202,2023-06-09,2023-06-10,140,False,1,False,False
107,2019-11-06,2019-11-07,97,True,1,False,False
103,2020-07-28,2020-07-30,188,False,2,False,False
206,2023-12-14,2023-12-15,145,False,1,False,False
207,2023-08-12,2023-08-14,280,False,2,False,False
203,2024-12-22,2024-12-30,1144,True,8,False,False
204,2020-12-31,2021-01-08,1120,False,8,True,True
108,2023-11-26,2023-11-28,182,False,2,False,False
103,2018-07-09,2018-07-15,660,False,6,True,True
105,2022-02-25,2022-02-27,190,False,2,False,False
101,2024-07-04,2024-07-06,206,False,2,False,False
101,2019-10-14,2019-10-16,196,False,2,False,True
204,2017-03-02,2017-03-12,1440,False,10,False,False
202,2017-05-30,2017-06-03,568,False,4,True,True
204,2020-10-21,2020-10-28,1008,False,7,False,False
106,2015-07-13,2015-07-16,285,False,3,False,True
106,2023-04-13,2023-04-18,485,False,5,False,False
206,2023-12-03,2023-12-08,700,False,5,True,True
203,2022-01-13,2022-01-22,1305,False,9,True,True
104,2018-08-19,2018-09-01,1417,False,13,True,False
208,2018-01-18,2018-01-23,745,False,5,True,True
102,2017-05-10,2017-05-11,109,False,1,False,False
302,2020-06-14,2020-06-26,3624,False,12,True,True
208,2020-07-05,2020-07-07,284,False,2,False,False
203,2018-05-01,2018-05-14,1859,False,13,True,False
206,2015-10-21,2015-10-30,1260,False,9,True,True
104,2019-02-10,2019-02-11,101,False,1,False,False
210,2023-09-13,2023-09-17,592,False,4,False,False
110,2019-08-08,2019-08-16,784,False,8,True,True
110,2016-10-10,2016-10-12,218,False,2,False,False
110,2024-08-04,2024-08-05,98,True,1,False,False
107,2023-10-02,2023-10-14,1152,False,12,False,False
110,2019-10-10,2019-10-21,1188,False,11,True,True
302,2019-11-07,2019-11-08,323,False,1,False,True
109,2023-07-19,2023-07-20,101,True,1,True,True
305,2016-07-03,2016-07-05,692,False,2,False,False
302,2019-07-30,2019-08-04,1640,False,5,True,True
102,2022-04-01,2022-04-03,204,False,2,False,False
105,2016-02-08,2016-02-11,270,False,3,False,False
104,2021-04-03,2021-04-08,470,False,5,False,True
105,2023-04-07,2023-04-16,981,False,9,True,False
105,2023-12-06,2023-12-11,525,False,5,False,False
109,2025-02-03,2025-02-14,1155,False,11,True,True
208,2017-12-06,2017-12-13,994,False,7,False,False
101,2022-06-23,2022-06-27,372,False,4,True,True
203,2021-11-23,2021-11-29,900,False,6,False,False
103,2020-01-04,2020-01-10,540,False,6,False,False
201,2021-11-08,2021-11-10,292,False,2,False,False
102,2018-02-24,2018-03-08,1164,False,12,True,True
302,2021-05-25,2021-05-31,1890,False,6,True,True
202,2024-11-13,2024-11-14,140,False,1,True,True
103,2015-06-05,2015-06-08,324,False,3,False,True
110,2017-01-25,2017-01-28,321,False,3,True,True
105,2022-12-19,2022-12-20,90,True,1,False,False
110,2017-11-22,2017-11-25,300,True,3,False,False
303,2022-09-02,2022-09-05,1005,False,3,False,False
101,2021-10-20,2021-10-21,105,False,1,False,True
204,2018-03-21,2018-03-23,292,False,2,True,False
207,2016-03-17,2016-03-22,750,False,5,True,False
301,2024-01-10,2024-01-15,1620,False,5,False,False
203,2017-10-05,2017-10-08,420,False,3,False,False
109,2022-07-19,2022-07-22,300,False,3,True,True
103,2022-08-13,2022-08-14,90,False,1,False,False
201,2020-08-06,2020-08-10,592,False,4,True,True
103,2019-07-14,2019-07-17,285,False,3,False,True
104,2017-05-04,2017-05-10,624,False,6,True,True
109,2016-12-05,2016-12-10,465,False,5,True,False
108,2021-10-08,2021-10-10,212,False,2,False,False
302,2019-08-24,2019-08-27,903,False,3,False,True
103,2016-02-11,2016-02-17,624,False,6,False,False
203,2018-03-03,2018-03-10,994,False,7,False,False
102,2024-09-02,2024-09-03,91,False,1,False,True
102,2021-09-08,2021-09-11,303,False,3,True,True
209,2015-06-06,2015-06-09,423,False,3,False,False
304,2020-11-06,2020-11-14,2760,False,8,False,False
205,2024-05-12,2024-05-13,143,False,1,False,False
104,2021-12-01,2021-12-03,210,False,2,False,False
208,2015-04-20,2015-04-22,296,False,2,True,True
305,2022-04-24,2022-04-28,1256,False,4,True,True
201,2024-07-06,2024-07-10,588,False,4,False,False
201,2018-10-14,2018-10-26,1800,True,12,False,False
202,2022-06-07,2022-06-10,438,False,3,True,True
303,2024-05-25,2024-05-31,2034,False,6,False,False
302,2019-02-15,2019-02-27,3732,False,12,True,False
303,2024-02-10,2024-02-12,602,False,2,False,False
104,2024-09-01,2024-09-05,396,False,4,True,False
101,2020-11-01,2020-11-04,285,False,3,False,False
209,2022-04-23,2022-04-30,1043,False,7,False,False
210,2019-11-14,2019-11-17,420,False,3,False,False
305,2019-11-15,2019-11-24,2790,False,9,True,True
207,2021-04-20,2021-04-22,298,False,2,True,True
101,2020-06-05,2020-06-06,93,False,1,False,False
210,2016-04-14,2016-04-17,423,False,3,True,True
205,2019-03-05,2019-03-07,292,False,2,False,False
104,2018-02-15,2018-02-17,202,False,2,False,False
103,2018-10-24,2018-10-28,432,False,4,False,False
108,2016-07-19,2016-07-20,108,False,1,False,False
102,2018-06-09,2018-06-11,204,False,2,False,False
103,2016-03-29,2016-04-03,550,False,5,False,False
304,2022-03-09,2022-03-12,906,True,3,False,False
302,2017-01-22,2017-01-23,333,False,1,False,True
209,2018-12-27,2018-12-30,420,False,3,False,False
210,2025-01-27,2025-02-05,1350,False,9,True,False
302,2024-06-17,2024-06-18,316,False,1,False,False
305,2021-02-08,2021-02-10,610,False,2,True,True
207,2017-04-12,2017-04-16,560,False,4,False,False
204,2020-11-22,2020-11-25,441,True,3,False,False
105,2021-08-16,2021-08-18,214,False,2,False,True
108,2024-08-26,2024-09-08,1404,False,13,True,True
302,2015-10-30,2015-11-07,2720,False,8,False,False
202,2024-05-21,2024-05-22,143,False,1,False,False
302,2022-11-22,2022-11-24,682,False,2,False,False
305,2019-01-29,2019-02-02,1256,False,4,False,False
203,2024-09-19,2024-09-23,596,False,4,True,True
106,2018-04-11,2018-04-16,480,False,5,False,False
205,2019-08-08,2019-08-11,450,False,3,False,False
106,2020-04-18,2020-04-21,303,False,3,False,False
106,2017-07-05,2017-07-08,270,False,3,False,False
302,2025-01-26,2025-01-27,311,False,1,False,False
208,2021-09-02,2021-09-15,1820,True,13,True,True
208,2021-07-21,2021-07-28,994,False,7,True,True
206,2021-05-22,2021-05-24,280,False,2,True,True
101,2021-07-21,2021-07-24,294,False,3,True,True
301,2015-12-30,2016-01-12,4238,False,13,False,False
203,2015-11-04,2015-11-09,710,False,5,False,False
206,2024-06-01,2024-06-02,140,False,1,True,True
202,2015-05-20,2015-05-25,745,False,5,True,True
303,2018-12-10,2018-12-13,918,False,3,False,False
110,2015-03-15,2015-03-21,576,False,6,True,True
201,2016-07-09,2016-07-15,858,False,6,False,False
107,2018-07-16,2018-07-21,550,False,5,True,True
305,2020-02-10,2020-02-13,930,False,3,False,False
303,2015-02-13,2015-02-17,1244,False,4,True,True
210,2024-05-30,2024-06-01,296,False,2,False,False
301,2022-11-29,2022-12-01,652,False,2,False,False
302,2018-06-19,2018-06-21,628,True,2,True,True
209,2016-11-02,2016-11-04,290,False,2,False,False
103,2015-05-19,2015-05-20,103,False,1,False,True
210,2017-12-31,2018-01-01,145,False,1,False,False
304,2020-09-18,2020-09-25,2268,False,7,True,True
103,2022-05-21,2022-05-22,96,False,1,True,True
210,2024-06-24,2024-06-28,588,False,4,True,True
202,2017-05-08,2017-05-16,1152,False,8,True,True
303,2025-01-18,2025-01-19,302,False,1,True,True
108,2022-08-25,2022-08-28,291,False,3,False,True
305,2019-08-19,2019-08-20,344,False,1,True,True
110,2015-11-18,2015-11-26,792,False,8,False,False
107,2016-03-26,2016-03-28,214,False,2,False,False
204,2023-06-22,2023-07-01,1287,False,9,True,True
105,2017-12-08,2017-12-10,198,False,2,True,True
301,2021-01-28,2021-02-07,3190,False,10,True,True
305,2022-12-15,2022-12-19,1228,False,4,False,False
210,2019-04-01,2019-04-05,596,False,4,False,True
305,2020-08-15,2020-08-17,622,False,2,False,False
108,2023-07-02,2023-07-04,192,False,2,False,False
207,2016-05-21,2016-05-23,292,False,2,False,False
210,2019-12-01,2019-12-07,900,True,6,False,False
205,2024-05-24,2024-05-27,441,False,3,False,False
106,2023-07-16,2023-07-24,784,False,8,True,True
303,2019-05-06,2019-05-09,933,False,3,False,False
201,2016-07-15,2016-07-21,846,False,6,True,True
301,2023-07-20,2023-07-21,320,False,1,False,False
209,2023-04-25,2023-04-26,143,False,1,False,False
204,2017-12-04,2017-12-06,298,False,2,True,True
106,2016-01-20,2016-01-23,324,False,3,False,False
109,2022-03-22,2022-04-01,940,False,10,True,True
301,2018-06-14,2018-06-21,2345,False,7,True,True
105,2019-05-15,2019-05-16,94,False,1,True,True
203,2017-05-31,2017-06-03,426,True,3,False,False
101,2020-12-06,2020-12-09,294,False,3,False,True
105,2023-03-28,2023-04-02,525,False,5,False,False
302,2020-08-19,2020-08-22,939,False,3,False,False
109,2018-11-10,2018-11-14,388,False,4,True,True
202,2016-04-27,2016-05-03,858,False,6,True,True
202,2020-08-07,2020-08-16,1278,False,9,False,True
202,2016-04-21,2016-04-24,447,False,3,False,False
105,2015-02-11,2015-02-13,218,False,2,False,False
209,2024-03-28,2024-03-30,296,False,2,False,False
104,2022-11-26,2022-11-27,109,False,1,True,True
209,2015-06-10,2015-06-12,294,False,2,False,False
104,2022-09-23,2022-10-06,1183,False,13,False,True
304,2019-06-07,2019-06-15,2624,False,8,True,True
106,2022-08-24,2022-08-31,700,False,7,False,False
206,2021-07-22,2021-07-25,426,False,3,False,False
106,2024-12-08,2024-12-13,505,False,5,False,True
202,2024-08-28,2024-08-31,423,False,3,True,False
205,2015-09-26,2015-10-01,705,False,5,True,True
304,2023-03-12,2023-03-16,1360,False,4,True,False
107,2023-04-25,2023-04-27,218,False,2,False,False
302,2015-12-22,2015-12-26,1252,False,4,True,True
103,2023-12-30,2024-01-04,510,False,5,False,False
110,2023-06-12,2023-06-13,90,False,1,True,False
102,2024-05-06,2024-05-11,485,False,5,False,False
105,2023-05-19,2023-05-20,97,False,1,False,True
206,2015-03-17,2015-03-21,576,False,4,False,False
301,2018-12-16,2018-12-18,644,False,2,True,True
202,2016-01-15,2016-01-23,1176,False,8,False,False
207,2024-05-13,2024-05-15,298,False,2,False,False
105,2023-05-11,2023-05-15,360,False,4,True,False
106,2017-08-08,2017-08-10,196,False,2,True,True
107,2020-09-10,2020-09-19,990,False,9,True,True
106,2021-09-05,2021-09-18,1274,False,13,True,True
105,2021-01-01,2021-01-12,990,False,11,True,False
202,2022-03-05,2022-03-12,1050,False,7,True,True
109,2020-12-03,2020-12-04,95,False,1,True,True
101,2019-04-14,2019-04-15,108,False,1,False,True
305,2024-09-29,2024-09-30,350,False,1,False,False
210,2019-08-21,2019-08-27,858,False,6,False,False
109,2023-09-11,2023-09-13,194,False,2,False,False
301,2019-10-17,2019-10-31,4746,False,14,True,True
101,2021-02-05,2021-02-07,212,False,2,False,False
105,2022-04-26,2022-05-02,594,False,6,True,True
301,2019-07-01,2019-07-03,668,False,2,False,False
304,2024-09-08,2024-09-15,2450,False,7,False,False
302,2023-05-17,2023-05-19,664,False,2,False,True
210,2021-07-31,2021-08-04,568,False,4,False,False
102,2023-10-21,2023-10-23,198,False,2,False,False
304,2018-06-22,2018-06-24,600,False,2,True,False
303,2024-02-05,2024-02-07,682,False,2,False,True
201,2018-08-17,2018-08-26,1269,False,9,True,False
210,2024-03-03,2024-03-11,1160,False,8,True,False
106,2024-07-13,2024-07-20,735,True,7,False,True
102,2024-06-29,2024-07-01,188,True,2,True,True
210,2015-02-17,2015-02-23,840,False,6,True,True
105,2022-11-13,2022-11-16,309,False,3,False,False
301,2022-07-28,2022-08-05,2488,False,8,True,True
103,2015-03-23,2015-03-25,220,False,2,True,True
207,2017-12-21,2017-12-29,1192,False,8,True,True
110,2021-04-23,2021-04-30,644,False,7,True,False
204,2022-11-20,2022-11-21,143,False,1,False,False
102,2020-07-06,2020-07-09,306,False,3,False,False
207,2015-04-15,2015-04-25,1430,False,10,False,False
103,2021-11-04,2021-11-06,184,False,2,False,False
110,2024-12-11,2024-12-13,202,False,2,False,False
104,2024-04-18,2024-04-20,200,False,2,False,True
101,2025-02-01,2025-02-12,1056,False,11,True,True
103,2015-05-01,2015-05-03,208,False,2,False,False
203,2016-06-19,2016-06-20,145,False,1,True,True
202,2023-05-04,2023-05-10,852,False,6,True,True
108,2015-03-02,2015-03-13,1023,True,11,True,True
108,2024-07-04,2024-07-07,330,False,3,False,False
110,2019-12-03,2019-12-04,105,False,1,False,False
104,2022-03-06,2022-03-12,624,False,6,True,True
202,2017-09-22,2017-09-26,564,False,4,False,False
110,2015-06-29,2015-06-30,105,False,1,False,False
205,2019-09-18,2019-09-22,568,False,4,True,True
107,2020-02-10,2020-02-11,96,False,1,True,False
103,2018-10-14,2018-10-18,392,False,4,False,False
101,2017-08-02,2017-08-05,330,False,3,False,False
202,2024-01-24,2024-01-29,730,False,5,False,False
108,2020-08-20,2020-08-21,108,False,1,True,False
106,2023-09-28,2023-10-07,990,False,9,True,True
304,2020-01-10,2020-01-15,1645,False,5,False,False
303,2023-07-31,2023-08-02,678,False,2,False,False
301,2015-12-01,2015-12-02,310,False,1,False,False
208,2017-05-21,2017-05-23,284,False,2,True,True
101,2023-11-23,2023-11-27,400,False,4,False,False
104,2021-06-01,2021-06-05,360,False,4,False,False
207,2018-10-16,2018-10-19,429,False,3,False,False
106,2022-09-13,2022-09-17,416,False,4,False,False
204,2016-08-27,2016-09-08,1788,False,12,True,True
102,2022-12-09,2022-12-11,206,True,2,False,False
103,2022-04-29,2022-05-09,980,False,10,True,True
209,2021-07-26,2021-07-29,441,False,3,False,False
206,2023-11-10,2023-11-11,150,False,1,True,True
104,2016-09-11,2016-09-16,530,False,5,False,False
303,2020-09-25,2020-09-27,644,False,2,False,True
210,2023-05-20,2023-05-22,282,False,2,False,False
302,2024-05-08,2024-05-10,700,False,2,False,True
104,2022-01-13,2022-01-16,282,False,3,False,True
107,2020-02-01,2020-02-08,658,False,7,True,True
207,2024-11-05,2024-11-10,725,False,5,True,True
304,2015-02-20,2015-02-24,1288,False,4,True,True
207,2015-05-09,2015-05-10,149,False,1,False,False
210,2018-11-01,2018-11-13,1692,True,12,True,True
203,2016-04-26,2016-04-27,142,False,1,False,False
203,2022-09-04,2022-09-16,1728,False,12,True,True
105,2025-02-03,2025-02-07,376,False,4,False,False
108,2017-04-22,2017-04-27,490,True,5,True,True
205,2015-12-28,2015-12-29,150,False,1,False,False
103,2023-08-07,2023-08-10,315,True,3,True,True
203,2022-02-17,2022-02-24,1022,False,7,True,True
202,2023-03-30,2023-04-12,1872,False,13,True,True
305,2019-03-16,2019-03-19,999,False,3,False,False
102,2022-07-13,2022-07-17,404,False,4,False,False
109,2019-09-13,2019-09-21,728,False,8,True,True
210,2021-03-21,2021-03-24,435,False,3,True,True
305,2024-07-23,2024-07-30,2261,False,7,False,False
110,2024-05-24,2024-05-26,190,False,2,False,False
207,2022-10-08,2022-10-10,294,False,2,True,True
301,2015-04-24,2015-04-27,957,False,3,False,False
203,2016-05-03,2016-05-07,568,False,4,False,False
206,2018-09-12,2018-09-18,882,False,6,True,True
208,2024-11-30,2024-12-01,140,False,1,False,False
202,2021-08-08,2021-08-19,1650,False,11,True,True
104,2023-10-28,2023-10-30,194,False,2,True,True
208,2022-04-15,2022-04-25,1430,False,10,True,True
304,2022-05-14,2022-05-15,341,False,1,False,False
210,2018-01-02,2018-01-04,280,False,2,True,True
304,2024-05-26,2024-06-04,2745,False,9,True,True
204,2016-07-10,2016-07-19,1350,False,9,False,False
102,2020-01-24,2020-01-25,90,False,1,False,False
101,2021-05-30,2021-06-07,736,False,8,True,True
204,2024-03-27,2024-04-02,888,False,6,True,True
102,2017-02-06,2017-02-09,285,False,3,False,True
201,2024-01-24,2024-01-26,292,False,2,True,True
210,2019-04-17,2019-04-22,735,False,5,True,True
202,2016-03-15,2016-03-21,864,False,6,True,True
106,2024-06-08,2024-06-09,106,False,1,False,True
109,2015-02-27,2015-03-05,636,False,6,True,True
102,2017-10-27,2017-11-01,535,False,5,True,True
210,2022-08-19,2022-08-22,447,False,3,False,False
304,2020-06-06,2020-06-12,2064,False,6,False,True
304,2021-05-02,2021-05-06,1400,False,4,True,True
205,2020-01-09,2020-01-22,1872,False,13,True,True
201,2021-01-22,2021-01-23,148,False,1,True,True
302,2016-03-27,2016-04-03,2359,False,7,True,False
110,2017-03-22,2017-04-01,910,False,10,True,True
305,2020-05-13,2020-05-14,341,False,1,False,False
107,2015-11-15,2015-11-16,92,False,1,False,True
103,2017-10-12,2017-10-19,630,False,7,False,False
201,2020-05-30,2020-06-03,580,False,4,True,True
209,2018-08-14,2018-08-21,1008,False,7,False,True
201,2024-12-30,2025-01-03,568,False,4,False,False
108,2017-08-28,2017-09-01,384,True,4,False,False
201,2016-05-09,2016-05-15,876,False,6,False,True
204,2023-04-30,2023-05-04,564,False,4,False,False
205,2016-05-18,2016-05-30,1764,False,12,True,True
204,2021-05-14,2021-05-16,284,True,2,False,False
205,2020-08-07,2020-08-08,141,False,1,False,False
103,2023-08-11,2023-08-16,480,False,5,True,True
301,2022-01-06,2022-01-14,2616,False,8,True,True
301,2024-05-14,2024-05-18,1356,False,4,True,True
203,2016-06-25,2016-06-30,700,False,5,True,True
204,2018-05-16,2018-05-21,700,False,5,False,False
107,2020-08-16,2020-08-20,376,False,4,True,True
203,2015-09-08,2015-09-09,144,False,1,False,True
103,2018-04-24,2018-04-30,636,False,6,True,True
105,2024-05-01,2024-05-02,104,False,1,False,False
301,2020-07-08,2020-07-12,1388,False,4,True,True
205,2019-01-31,2019-02-01,148,False,1,False,False
208,2017-02-21,2017-02-24,432,False,3,False,False
206,2020-04-17,2020-04-18,149,False,1,False,True
105,2021-10-21,2021-10-31,960,False,10,True,True
110,2024-05-04,2024-05-05,102,False,1,False,False
202,2021-07-12,2021-07-15,450,False,3,True,True
304,2016-05-30,2016-06-03,1296,False,4,False,False
304,2017-01-19,2017-01-24,1615,False,5,True,False
301,2016-05-24,2016-05-26,668,False,2,True,True
210,2019-12-27,2020-01-02,876,False,6,False,False
207,2018-01-09,2018-01-10,141,False,1,False,False
206,2018-05-17,2018-05-19,292,False,2,False,True
107,2024-07-14,2024-07-19,490,False,5,False,False
302,2024-07-17,2024-07-18,333,False,1,False,False
206,2018-05-04,2018-05-05,140,False,1,False,False
304,2019-12-03,2019-12-06,909,False,3,False,False
303,2024-05-18,2024-05-23,1720,False,5,True,False
104,2019-04-05,2019-04-19,1512,False,14,False,False
203,2021-03-20,2021-03-25,730,False,5,False,False
206,2015-11-17,2015-11-24,1022,False,7,False,True
110,2024-03-30,2024-04-08,873,False,9,True,True
103,2019-12-19,2019-12-21,220,False,2,False,False
203,2024-03-05,2024-03-08,441,False,3,False,False
301,2017-01-26,2017-02-01,2082,False,6,False,False
210,2017-02-17,2017-02-19,300,False,2,True,True
109,2018-03-31,2018-04-03,321,False,3,False,False
107,2018-05-03,2018-05-04,101,False,1,False,False
101,2019-04-29,2019-05-01,216,False,2,True,True
208,2019-09-14,2019-09-19,750,False,5,True,True
110,2024-07-13,2024-07-23,1010,False,10,True,True
209,2024-08-28,2024-09-09,1800,False,12,True,True
203,2017-01-24,2017-02-01,1184,False,8,False,False
303,2017-03-05,2017-03-09,1292,True,4,False,False
107,2019-09-20,2019-09-22,204,False,2,False,True
202,2024-08-08,2024-08-14,870,False,6,True,False
302,2019-09-17,2019-09-24,2436,False,7,False,False
108,2022-12-16,2022-12-20,380,False,4,True,False
303,2019-03-29,2019-04-04,2100,False,6,True,False
104,2019-02-24,2019-02-27,321,False,3,False,False
203,2018-10-26,2018-11-02,1015,False,7,False,False
203,2015-07-06,2015-07-08,286,False,2,False,False
305,2024-09-02,2024-09-12,3280,False,10,False,False
305,2020-06-08,2020-06-10,652,False,2,True,False
205,2024-04-28,2024-05-03,700,True,5,False,False
